id,license_id,account_number,site_number,legal_name,doing_business_as_name,address,city,state,zip_code,ward,precinct,ward_precinct,police_district,license_code,license_description,business_activity_id,business_activity,license_number,application_type,application_created_date,application_requirements_complete,payment_date,conditional_approval,license_term_start_date,license_term_expiration_date,license_approved_for_issuance,date_issued,license_status,license_status_change_date,ssa,latitude,longitude,location
1544488-20131116,2286967,283641,1,MUNSHI INC.,ROSIE'S FOOD MART,3652 W WRIGHTWOOD AVE,CHICAGO,IL,60647,31,21,31-21,25,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1544488,RENEW,,2013-09-15,2013-10-02,N,2013-11-16,2015-11-15,2013-10-02,2013-10-03,AAI,,,41.928337926,-87.719183613,"(41.928337925635596, -87.71918361342871)"
2664160-20190513,2664160,458518,1,SABROSO KITCHEN & GRILL CORP.,SABROSO,624 N ASHLAND AVE 1ST,CHICAGO,IL,60622,1,35,1-35,12,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2664160,ISSUE,2019-04-26,2019-04-26,2019-04-26,N,2019-05-13,2021-05-15,2019-05-13,2019-05-13,AAI,,,41.893249886,-87.667356168,"(41.893249885934495, -87.66735616835486)"
1247082-20090616,1966919,213474,2,"J.M.L. FIRST VENTURE, INC.",CLUB KARLOV,4058 W 47TH ST 1ST FRONT,CHICAGO,IL,60632,14,2,14-2,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1247082,RENEW,,2009-04-15,2009-06-14,N,2009-06-16,2011-06-15,2009-06-14,2009-06-15,AAI,,,41.807951544,-87.725973256,"(41.80795154367531, -87.72597325588606)"
27198-20061116,1745870,11261,1,FREMONT WEED LIMITED PARTNERSHIP,SANGRIA/RADIOSTAR/HOGS & HONEYS,901 W WEED ST,CHICAGO,IL,60622,27,46,27-46,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,27198,RENEW,,2006-09-20,2006-11-14,N,2006-11-16,2007-11-15,2006-11-14,2006-12-22,AAI,,,41.909702583,-87.651178804,"(41.90970258309405, -87.65117880416885)"
1122592-20030216,1323517,210869,1,TEAM 1 AUTO PARTS LLC,"TEAM 1 AUTO PARTS, LLC",3443 S ARCHER AVE,CHICAGO,IL,60608,12,17,12-17,9,1010,Limited Business License,,,1122592,RENEW,,2002-12-17,2003-01-22,N,2003-02-16,2004-02-15,2003-01-22,2003-01-23,AAI,,,41.831194715,-87.676101559,"(41.83119471529015, -87.67610155924527)"
1741122-20090116,1940796,250956,5,"CONCORD BUYING GROUP, INC",A. J. WRIGHT #266,3562 E 118TH ST,CHICAGO,IL,60617,10,41,10-41,4,1010,Limited Business License,,,1741122,RENEW,,2008-11-14,2009-01-16,N,2009-01-16,2011-01-15,2009-01-23,2009-01-26,AAI,,,41.681052154,-87.536516268,"(41.68105215406723, -87.5365162684192)"
8550-20120816,2158799,4097,3,SUPER MERCADO CUAUHTEMOC CORP.,SUPERMERCADO CHAUHTEMOC INC,2502-2506 S KEDZIE AVE 1ST,CHICAGO,IL,60623,12,15,12-15,10,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,8550,RENEW,,2012-06-15,2012-08-08,N,2012-08-16,2014-08-15,2012-08-08,2012-08-15,AAI,,25,41.846185065,-87.705237484,"(41.84618506490609, -87.70523748426983)"
19867-20010816,1244013,8024,1,"INDEPENDENT MECHANICAL INDUSTRIES, INC.",INDEPENDENT MECHAN INDUSTRIES,4455 W MONTROSE AVE,CHICAGO,IL,60641,39,7,39-7,17,1010,Limited Business License,,,19867,RENEW,,2002-04-12,2002-04-12,N,2001-08-16,2002-08-15,2002-04-12,2002-04-15,AAI,,,41.960692944,-87.740596297,"(41.960692943677735, -87.74059629650306)"
1905428-20140516,2318248,331619,1,PANIK ENTERPRISES LLC,NEFF OF CHICAGO CUSTOM CABINETRY AND DESIGN STUDIO,222 W MERCHANDISE MART PLZ 1 145,CHICAGO,IL,60654,42,14,42-14,18,1010,Limited Business License,925,Miscellaneous Wholesale,1905428,RENEW,,2014-03-15,2014-04-15,N,2014-05-16,2016-05-15,2014-04-15,2014-04-16,AAI,,,41.888074281,-87.634955203,"(41.8880742810662, -87.63495520292739)"
26099-20110316,2076599,85939,1,TRI-STAR MECHANICAL SERVICES I,TRI-STAR MECHANICAL SERVICES,114 JOEY DR 1ST,ELK GROVE,IL,60007,,,,,1010,Limited Business License,,,26099,RENEW,,2011-01-14,2011-03-07,N,2011-03-16,2013-03-15,2011-03-07,2011-03-08,AAI,,,,,
54053-20021116,1282467,17926,2,BILLY H RICKS,RICK'S,3400 W 79TH ST,CHICAGO,IL,60652,18,2,18-2,8,1781,Tobacco,763,Retail Sale of Tobacco,54053,RENEW,,2002-09-24,2002-10-31,N,2002-11-16,2003-11-15,2002-10-31,2002-11-25,AAI,,,41.749903242,-87.707348392,"(41.7499032419837, -87.70734839200823)"
1870208-20071022,1870208,323545,1,"FARHOUD, INC.",QUICK COM,402 E 63RD ST 1ST,CHICAGO,IL,60637,20,3,20-3,3,1010,Limited Business License,,,1870208,ISSUE,2007-10-22,2007-10-22,2007-10-22,N,2007-10-22,2009-07-15,2007-10-22,2007-10-22,AAI,,,41.78035148,-87.615481471,"(41.78035147979132, -87.61548147062489)"
2206662-20131116,2286973,284505,1,JACK'S MECHANICAL CORP.,JACK'S MECHANICAL CORP,2544 W 79TH PL,CHICAGO,IL,60652,18,14,18-14,8,4404,Regulated Business License,673,Home Repair Services,2206662,RENEW,,2013-09-15,2013-11-14,N,2013-11-16,2015-11-15,2013-11-14,2013-11-15,AAI,,,41.749240123,-87.68702352,"(41.74924012331293, -87.68702352000858)"
21766-20011116,1185322,52375,1,SUZANNE GOFRON,ACADEMY OF EARLY LEARNING,6116 W IRVING PARK RD 1ST,CHICAGO,IL,60634,38,21,38-21,16,1584,Day Care Center 2 - 6 Years,,,21766,RENEW,,2001-10-03,2001-10-25,N,2001-11-16,2002-11-15,2002-02-04,2002-02-05,AAI,,,41.953112724,-87.780018574,"(41.953112724409, -87.78001857406198)"
1594151-20090716,1972895,290609,1,LONG TRUONG,TRUONGLONG MULTISERVICES,4947 N BROADWAY,CHICAGO,IL,60640,48,40,48-40,20,1010,Limited Business License,,,1594151,RENEW,,2009-05-15,2009-06-13,N,2009-07-16,2011-07-15,2009-06-13,2009-06-15,AAI,,34,41.972899037,-87.659626831,"(41.97289903690825, -87.65962683124647)"
1193762-20180116,2567470,220076,1,"GRANAT'S FIRST COUNT, INC.",BOBBY G'S,6843 W ARCHER AVE 1,CHICAGO,IL,60638,23,12,23-12,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,1193762,RENEW,,2017-11-15,2018-01-09,N,2018-01-16,2020-01-15,2018-01-09,2018-02-06,AAI,,,41.792013747,-87.793276429,"(41.792013747165264, -87.79327642871685)"
2262614-20130606,2262614,292957,13,"THE BIG FOUR, LLC",Hamburger Mary's,5200 N CLARK ST,CHICAGO,IL,60640,40,43,40-43,20,1329,Special Event Food,814,Special Event Food,2262614,ISSUE,2013-05-28,2013-05-28,2013-06-06,N,2013-06-06,2013-06-09,2013-06-06,2013-06-06,AAI,,22,41.976230337,-87.668567175,"(41.97623033664852, -87.66856717502344)"
2210797-20121229,2210797,373385,1,ALFREDO MACIAS,ALFREDO MACIAS,1945 W CERMAK RD 1ST,CHICAGO,IL,60608,25,15,25-15,10,4404,Regulated Business License,689,Junk Peddler,2210797,ISSUE,,,,N,2012-12-29,2014-07-15,,2012-12-29,AAI,,,41.85207689,-87.675183197,"(41.85207689040175, -87.67518319653968)"
1381606-20120416,2140119,265893,1,HILTON ILLINOIS LLC,LOCKWOOD,17 E MONROE ST 2,CHICAGO,IL,60603,42,9,42-9,1,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1381606,RENEW,,2012-02-17,2012-03-19,N,2012-04-16,2014-04-15,2012-03-19,2012-03-20,AAI,,1,41.880664578,-87.627089364,"(41.88066457839605, -87.6270893644417)"
1578205-20090316,1950437,57576,3,"WADDELL & REED, INC.","WADDELL & REED, INC.",10310 ORLAND PKWY 102,ORLAND PARK,IL,60467,,,,,1010,Limited Business License,,,1578205,RENEW,,2009-01-15,2009-02-26,N,2009-03-16,2011-03-15,2009-02-26,2009-02-27,AAI,,,,,
27262-20050816,1605822,53111,1,JOHNIE L HARRIS,J.L. HARRIS TRANSPORTATION,2101 W 69TH ST 1,CHICAGO,IL,60636,17,64,17-64,7,1010,Limited Business License,,,27262,RENEW,,2005-06-21,2005-08-10,N,2005-08-16,2006-08-15,2005-08-10,2005-08-11,AAI,,,41.768303457,-87.676111943,"(41.7683034574664, -87.67611194339491)"
2162865-20191016,2687096,365552,2,FLIGHT CENTRE TRAVEL GROUP (USA) INC,"LIBERT TRAVEL, FCM TRAVEL SOLUTIONS",175 W JACKSON BLVD 1,CHICAGO,IL,60604,42,49,42-49,1,1010,Limited Business License,850,Travel Services,2162865,RENEW,,2019-08-15,2019-10-08,N,2019-10-16,2021-10-15,2019-10-08,2019-10-29,AAI,,,41.878014487,-87.63318903,"(41.878014487249544, -87.63318903001444)"
2443403-20180216,2572424,315700,1,BLANCA A. SANTOS,DOLLAR AND GROCERY LA PEQUENITA,6059 S KILDARE AVE 1ST,CHICAGO,IL,60629,13,16,13-16,8,1006,Retail Food Establishment,775 | 767,Retail Sales of Perishable Foods | Retail Sales of General Merchandise and Non-Perishable Food,2443403,RENEW,,2017-12-15,2018-01-23,N,2018-02-16,2020-02-15,2018-01-23,2018-01-24,AAI,,,41.782309217,-87.730046174,"(41.78230921732705, -87.73004617388257)"
1272042-20091016,1988686,203015,1,Jimmy Goreel,7 - ELEVEN,6801 N WESTERN AVE,CHICAGO,IL,60645,50,37,50-37,24,1275,Filling Station,666,Operation of a Fuel Filling Station,1272042,RENEW,,2009-08-14,2009-10-22,N,2009-10-16,2011-10-15,2009-10-22,2009-10-22,AAI,,,42.005080074,-87.689924745,"(42.005080073904516, -87.6899247445087)"
2037200-20100602,2037200,353852,1,JUAN ANTONIO LUNA,BC INNOVATION & SOLUTIONS,4736 N SPAULDING AVE 3,CHICAGO,IL,60625,33,27,33-27,17,1012,Home Occupation,,,2037200,ISSUE,2010-06-02,2010-06-02,2010-06-02,N,2010-06-02,2011-09-15,2010-06-02,2010-06-02,AAI,,60,41.967714421,-87.711047277,"(41.96771442112887, -87.71104727741728)"
1547542-20061116,1750740,41342,2,TOM MADAY PHOTOGRAPHY LLC,TOM MADAY PHOTOGRAPHY LLC,2141 W NORTH AVE,CHICAGO,IL,60647,2,2,2-2,14,1010,Limited Business License,,,1547542,RENEW,,2006-09-20,2006-10-30,N,2006-11-16,2007-11-15,2006-10-30,2006-10-31,AAI,,33,41.910298015,-87.681565247,"(41.910298015391085, -87.68156524747376)"
2555958-20191016,2688299,421335,1,"DEPARTMENT OF COFFEE AND SOCIAL AFFAIRS IL, INC.","DEPARTMENT OF COFFEE AND SOCIAL AFFAIRS IL, INC.",800 W DIVERSEY PKWY GROUND,CHICAGO,IL,60614,44,29,44-29,19,1006,Retail Food Establishment,781,Sale of Food Prepared Onsite With Dining Area,2555958,RENEW,,2019-08-15,2019-10-15,N,2019-10-16,2021-10-15,2019-10-15,2019-10-16,AAI,,8,41.932828308,-87.649076753,"(41.932828308368975, -87.64907675334472)"
2269400-20130618,2269400,382141,1,BRENDA JOYCE TRIBBLE,OLIVER' S SALES,7126 S ASHLAND AVE 1ST,CHICAGO,IL,60636,17,11,17-11,7,1010,Limited Business License,904,Retail Sales of General Merchandise,2269400,ISSUE,2013-06-18,2013-06-18,2013-06-18,N,2013-06-18,2015-07-15,2013-06-18,2013-06-18,AAI,,,41.764152454,-87.663903005,"(41.76415245369787, -87.66390300492452)"
1352227-20120616,2149368,215034,2,"4000 NORTH SHERIDAN, INC.",Holiday Club,4000 N SHERIDAN RD,CHICAGO,IL,60613,46,27,46-27,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1352227,RENEW,,2012-04-16,2012-05-22,N,2012-06-16,2014-06-15,2012-05-22,2012-05-23,AAI,,34,41.954532689,-87.654693025,"(41.95453268893165, -87.65469302487033)"
32262-20190716,2665469,27,1,CAROL'S PUB LLC,CAROL'S PUB,4659 N CLARK ST 1ST,CHICAGO,IL,60640,46,16,46-16,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premise,32262,RENEW,,2019-05-15,2019-06-10,N,2019-07-16,2021-07-15,2019-06-10,2019-06-11,AAI,,31,41.967005074,-87.666954232,"(41.96700507358272, -87.66695423206848)"
2053876-20140116,2296027,67522,4,DANIEL Y & ALICE KIM,AMERICAN BEAUTY SUPPLY,757 E OAKWOOD BLVD 1ST,CHICAGO,IL,60653,4,33,4-33,2,1010,Limited Business License,,,2053876,RENEW,,2013-11-15,2014-01-12,N,2014-01-16,2016-01-15,2014-01-12,2014-01-13,AAI,,47,41.822621332,-87.607590799,"(41.822621331979214, -87.60759079945609)"
2264-20110616,2090056,24298,1,FRANK KOLODZIEJ,FRANK KOLODZIEJ,4222 W 55TH ST 1,CHICAGO,IL,60632,23,6,23-6,8,1010,Limited Business License,,,2264,RENEW,,2011-04-15,2011-05-27,N,2011-06-16,2013-06-15,2011-05-27,2011-05-31,AAC,2012-11-07,,41.79326181,-87.729136386,"(41.79326180955464, -87.72913638586823)"
55623-20021116,1280837,11562,1,TECHNOLOGY SOLUTIONS COMPANY,TECHNOLOGY SOLUTIONS COMPANY,205 N MICHIGAN AVE,CHICAGO,IL,60601,42,44,42-44,1,1010,Limited Business License,,,55623,RENEW,,2002-09-24,2002-10-31,N,2002-11-16,2003-11-15,2002-10-31,2002-11-01,AAI,,,41.88590606,-87.624371837,"(41.885906059506326, -87.62437183736003)"
30806-20031116,1419197,86065,2,THURSTON'S INC.,LA VIDA,1248 W GEORGE ST 2ND,CHICAGO,IL,60657,32,8,32-8,19,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,30806,RENEW,,2003-09-26,2003-11-14,N,2003-11-16,2004-02-15,2003-11-14,2004-08-05,AAI,,27,41.934454961,-87.660704247,"(41.934454961165144, -87.66070424676222)"
2079185-20130216,2225334,359448,1,EMERALD HOW INC.,EMERALD HOW,416 W ONTARIO ST 1ST C2,CHICAGO,IL,60654,42,68,42-68,18,1010,Limited Business License,,,2079185,RENEW,,2013-01-16,2014-07-31,N,2013-02-16,2015-02-15,2014-07-31,2014-08-01,AAI,,,41.893228984,-87.63930513,"(41.89322898385349, -87.63930512981067)"
1356788-20040216,1468087,263608,1,ABOVE AND BEYOND CONSTRUCTION,ABOVE AND BEYOND CONSTRUCTION,1024 DELL ROAD,NORTHBROOK,IL,60062,,,,,1010,Limited Business License,,,1356788,RENEW,,2003-12-15,2005-09-19,N,2004-02-16,2005-02-15,2003-12-22,2005-09-19,AAI,,,,,
1799601-20141016,2351456,63360,1,"ANCIENT EGYPTIAN ARABIC ORDER NOBLES OF THE MYSTIC SHRINE PRINCE HALL AFFILIATED, ARABIC TEMPLE NO. 44, INC.",ARABIC TEMPLE #44 INC,7545-7547 S COTTAGE GROVE AVE 1ST,CHICAGO,IL,60619,8,23,8-23,6,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1799601,RENEW,,2014-08-15,2014-12-18,N,2014-10-16,2016-10-15,2014-12-18,2014-12-22,AAI,,51,41.757246516,-87.605212842,"(41.757246515688706, -87.60521284200343)"
1381333-20071116,1958782,265781,1,"HEFTY RECORDS, LTD","HEFTY RECORDS, LTD",400 N RACINE AVE 104,CHICAGO,IL,60642,27,18,27-18,12,1010,Limited Business License,,,1381333,RENEW,,2009-02-19,2009-02-19,N,2007-11-16,2008-11-15,,2009-02-19,AAI,,,41.888964052,-87.6574941,"(41.88896405246579, -87.65749410018641)"
1277199-20111016,2111659,253298,1,GERARDO A. LOPEZ,ALEX'S HAIR SALON,6712 S PULASKI RD,CHICAGO,IL,60629,13,44,13-44,8,1010,Limited Business License,,,1277199,RENEW,,2011-08-15,2011-09-24,N,2011-10-16,2013-10-15,2011-09-24,2011-09-26,AAI,,3,41.770973306,-87.722711728,"(41.77097330575284, -87.7227117277196)"
37022-20101216,2061738,33290,1,"ECLAT NEWTEK, INC",COMPU PRESS,3712 W MONTROSE AVE 2F,CHICAGO,IL,60618,35,30,35-30,17,1010,Limited Business License,,,37022,RENEW,,2010-10-15,2010-12-17,N,2010-12-16,2012-12-15,2010-12-17,2010-12-20,AAI,,,41.961142612,-87.721020661,"(41.96114261215186, -87.72102066116602)"
29000-20080316,1886345,85325,32,AMERICAN DRUG STORES LLC,OSCO DRUG STORE #3170,5324 S PULASKI RD,CHICAGO,IL,60632,23,6,23-6,8,1010,Limited Business License,,,29000,RENEW,,2008-01-22,2008-03-07,N,2008-03-16,2010-03-15,2008-03-07,2008-03-10,AAI,,,41.796086562,-87.723388642,"(41.79608656245748, -87.72338864216844)"
34712-20040816,1498501,14901,1,NIZARALI & FATEMAH LADHANI INC,SEVEN ELEVEN,1425 W MONTROSE AVE,CHICAGO,IL,60613,46,27,46-27,19,1474,Package Goods,774,Retail Sales of Packaged Liquor,34712,RENEW,,2004-06-30,2004-08-02,N,2004-08-16,2005-08-15,2004-08-03,2004-08-04,AAI,,,41.96152548,-87.6659003,"(41.96152548013082, -87.6659002996742)"
57901-20030816,1426112,18576,1,"TRIALGRAPHIX-CHICAGO,INC",TRIALGRAPHIX,954 W WASHINGTON BLVD,CHICAGO,IL,60607,27,57,27-57,12,1010,Limited Business License,,,57901,RENEW,,2003-09-23,2003-09-23,N,2003-08-16,2004-08-15,2003-09-23,2003-09-24,AAI,,,41.883175923,-87.651928734,"(41.8831759233391, -87.6519287344125)"
2133711-20120217,2133711,357837,2,"WALLY WHEELS, INC.",BP FUEL & MINI MART,3801-3815 W ROOSEVELT RD 1ST,CHICAGO,IL,60624,24,28,24-28,10,1781,Tobacco,763,Retail Sale of Tobacco,2133711,ISSUE,2011-12-19,2012-02-10,2012-02-10,N,2012-02-17,2014-02-15,2012-02-16,2012-02-17,AAC,2014-01-09,,41.866129089,-87.720190279,"(41.86612908906597, -87.72019027868306)"
1304470-20050516,1589449,256177,1,"T&Z, INC.",WHITE HEN PANTRY,200 S RACINE AVE,CHICAGO,IL,60607,28,17,28-17,12,1781,Tobacco,763,Retail Sale of Tobacco,1304470,RENEW,,2005-03-23,2005-04-28,N,2005-05-16,2006-05-15,2005-04-28,2005-04-29,AAI,,,41.879010723,-87.657200592,"(41.87901072333905, -87.65720059199599)"
40600-20100416,2018904,55100,1,INTERSTATE INC.,INTERSTATE MUFFLERS & BRAKE,1254 S WESTERN AVE 1ST,CHICAGO,IL,60608,28,52,28-52,10,1569,Motor Vehicle Repair : Engine Only (Class II),,,40600,RENEW,,2010-02-11,2010-03-22,N,2010-04-16,2012-04-15,2010-04-27,2010-05-04,AAI,,,41.86482065,-87.686136587,"(41.86482064974837, -87.68613658654903)"
2363496-20141030,2363496,393366,2,EVERGREEN TRAINING LTD.,Evergreen Training Ltd,2230 S WENTWORTH AVE 2,CHICAGO,IL,60616,25,,25-,,1010,Limited Business License,709,Miscellaneous Personal Services,2363496,ISSUE,,2014-10-29,2014-10-29,N,2014-10-30,2016-11-15,2014-10-29,2014-10-30,AAI,,,41.852010428,-87.632141867,"(41.852010428019845, -87.63214186708234)"
2009419-20091215,2009419,349528,1,"T SHIRT CLUB,INC.",T SHIERT CLUB,3643 W 83RD PL FIRST,CHICAGO,IL,60652,18,13,18-13,8,1010,Limited Business License,,,2009419,ISSUE,,2009-12-14,2009-12-14,N,2009-12-15,2011-11-15,2009-12-14,2009-12-15,AAI,,,41.741284043,-87.713757901,"(41.74128404344362, -87.7137579008335)"
13998-20100116,2004816,5273,19,ALDI INC.,ALDI FOODS STORE #26,2600 N CLYBOURN AVE BLDG,CHICAGO,IL,60614,32,24,32-24,19,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,13998,RENEW,,2009-11-16,2009-12-14,N,2010-01-16,2012-01-15,2009-12-14,2009-12-14,AAI,,,41.928695001,-87.674195083,"(41.928695001190405, -87.67419508310036)"
1718801-20070516,1804885,147,100,WALGREEN CO.,WALGREENS #09038,4001 W IRVING PARK RD 1ST,CHICAGO,IL,60641,45,27,45-27,17,1781,Tobacco,763,Retail Sale of Tobacco,1718801,RENEW,,2007-03-23,2007-05-10,N,2007-05-16,2008-05-15,2007-05-10,2007-05-10,AAI,,,41.953537357,-87.727695189,"(41.95353735686377, -87.72769518877321)"
8661-20060816,1722812,25916,1,H B TAYLOR CO,H B TAYLOR CO,4830 S CHRISTIANA AVE 1ST,CHICAGO,IL,60632,14,20,14-20,8,1007,Wholesale Food Establishment,864,Wholesale Food Sales,8661,RENEW,,2006-06-21,2006-08-07,N,2006-08-16,2007-08-15,2006-08-07,2006-08-08,AAI,,7,41.805373728,-87.707728953,"(41.8053737281836, -87.70772895335514)"
1621212-20050824,1621212,295249,1,SABRINA C BIER,SABRINA CAROL,744 W GORDON TER 203,CHICAGO,IL,60613,46,45,46-45,19,1012,Home Occupation,,,1621212,ISSUE,2005-08-23,2005-08-23,2005-08-23,N,2005-08-24,2006-08-15,2005-08-23,2005-08-24,AAI,,,41.957965286,-87.649159112,"(41.95796528551364, -87.64915911227052)"
1578279-20050602,1578279,288353,1,2619 INC.,BUNE SEARA CAFFEE,2619 W LAWRENCE AVE,CHICAGO,IL,60625,40,15,40-15,19,1475,Consumption on Premises - Incidental Activity,638,Consumption of Liquor on Premises,1578279,ISSUE,2005-03-01,2005-04-14,2005-04-13,N,2005-06-02,2005-11-15,2005-06-02,2005-06-02,AAI,,21,41.968454449,-87.694619915,"(41.96845444863656, -87.69461991509863)"
1823831-20070625,1823831,245053,3,LEDAO 7 CORP.,THE NOODLE VIETNAMESE CUISINE,350 S MICHIGAN AVE,CHICAGO,IL,60604,42,49,42-49,1,1329,Special Event Food,814,Special Event Food,1823831,ISSUE,2007-06-20,2007-06-20,2007-06-25,N,2007-06-25,2007-07-08,2007-06-25,2007-06-25,AAI,,,41.877066783,-87.62443921,"(41.87706678314336, -87.62443921026329)"
69356-20011116,1177941,21157,2,AURELIANO RODRIGUEZ,CELAYA BAKERY,7061 N CLARK ST,CHICAGO,IL,60626,49,42,49-42,24,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,69356,RENEW,,2001-10-03,2001-11-09,N,2001-11-16,2002-11-15,2002-01-08,2002-03-26,AAI,,24,42.010790559,-87.674185834,"(42.0107905591315, -87.67418583436147)"
1492604-20041116,1541167,276733,1,STUDIO KARAT INC.,STUDIO KARAT INC.,7206 W FOSTER AVE,CHICAGO,IL,60656,41,45,41-45,16,1010,Limited Business License,,,1492604,RENEW,,2004-09-27,2005-09-13,N,2004-11-16,2005-11-15,2005-09-13,2005-10-24,AAI,,,41.974645342,-87.807388059,"(41.97464534213194, -87.80738805867966)"
1272205-20040816,1509968,251077,1,PALOMA BARRAZA,ANGEL'S FRAGRANCES INC,3208 W 26TH ST,CHICAGO,IL,60623,12,15,12-15,10,1010,Limited Business License,,,1272205,RENEW,,2004-06-30,2004-09-09,N,2004-08-16,2005-08-15,2004-09-09,2004-09-10,AAI,,25,41.8446219,-87.705468855,"(41.844621900211784, -87.7054688548762)"
1819183-20070614,1819183,316793,1,CHICAGO STEAK HOUSE & LEMONADE INC.,CHICAGO STEAK HOUSE,5257 S ASHLAND AVE 1,CHICAGO,IL,60609,16,12,16-12,9,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1819183,ISSUE,2007-04-26,2007-05-07,2007-05-14,N,2007-06-14,2008-01-15,2007-06-13,2007-06-14,AAI,,,41.797822588,-87.664536878,"(41.79782258812668, -87.66453687828134)"
1799712-20090216,1946809,313587,1,"LAKEFRONT CORNER, INC.","LAKEFRONT CORNER, INC.",3130 N LAKE SHORE DR 1,CHICAGO,IL,60657,44,3,44-3,19,1010,Limited Business License,,,1799712,RENEW,,2008-12-15,2009-03-02,N,2009-02-16,2011-02-15,2009-04-02,2009-04-02,AAI,,,41.938579324,-87.637903131,"(41.93857932428354, -87.63790313086152)"
33310-20121216,2193681,32351,1,NURETTIN SENGER,NURIS CUSTOM TAILOR & CLEANERS,4155 N LINCOLN AVE 1ST,CHICAGO,IL,60618,47,35,47-35,19,1010,Limited Business License,648,Dry Cleaning - Drop Off Location,33310,RENEW,,2012-10-15,2012-12-05,N,2012-12-16,2014-12-15,2012-12-05,2012-12-06,AAC,2014-12-03,38,41.957451079,-87.68090108,"(41.957451079265, -87.6809010802616)"
1491189-20050216,1570756,276089,1,"SAMAR DISCOUNT, INC.",SAMAR DISCOUNT,2990 N MILWAUKEE AVE,CHICAGO,IL,60618,30,13,30-13,25,1010,Limited Business License,,,1491189,RENEW,,2004-12-20,2005-02-02,N,2005-02-16,2006-02-15,2005-02-02,2005-02-28,AAI,,,41.935511737,-87.718199566,"(41.935511736631284, -87.71819956611232)"
1514565-20090716,1972308,219852,2,BRENDA FAY WILLIAMS,POKEY'S DELI & GRILL,377 E 69TH ST,CHICAGO,IL,60637,6,66,6-66,3,1006,Retail Food Establishment,775,Retail Sales of Perishable Foods,1514565,RENEW,,2009-05-15,2009-11-05,N,2009-07-16,2011-07-15,2009-09-25,2009-09-25,AAI,,,41.769225441,-87.615592824,"(41.76922544086365, -87.61559282449248)"
1356836-20050516,1589872,263652,1,ADVANTAGE FUTURES LLC.,ADVANTAGES FUTURES LLC.,231 S LA SALLE ST 1400,CHICAGO,IL,60604,42,9,42-9,1,1010,Limited Business License,,,1356836,RENEW,,2005-03-23,2005-04-29,N,2005-05-16,2006-05-15,2005-04-29,2005-05-02,AAI,,,41.878542932,-87.632120577,"(41.87854293163992, -87.63212057674588)"
1243057-20081116,1930233,245483,1,"REVOLUTION BOOKS, INC","REVOLUTION BOOKS, INC",1103 N ASHLAND AVE,CHICAGO,IL,60622,2,2,2-2,12,1010,Limited Business License,,,1243057,RENEW,,2008-09-15,2008-11-12,N,2008-11-16,2010-11-15,2008-11-12,2008-11-13,AAI,,29,41.901626868,-87.667300413,"(41.90162686837255, -87.66730041259115)"
19195-20080716,1906185,52056,1,HOLTON CARTAGE INC,HOLTON CARTAGE INC,8355 S SOUTH CHICAGO AVE 1,CHICAGO,IL,60617,7,15,7-15,4,1010,Limited Business License,,,19195,RENEW,,2008-05-15,2008-08-14,N,2008-07-16,2010-07-15,2008-08-14,2008-08-15,AAI,,,41.743222872,-87.573863101,"(41.743222871809195, -87.57386310089848)"
1649833-20111116,2115543,7925,3,TOM-JOE INCORPORATED,MOBILE GAS STATION,5949 W HIGGINS AVE,CHICAGO,IL,60630,45,43,45-43,16,1275,Filling Station,666,Operation of a Fuel Filling Station,1649833,RENEW,,2011-09-15,2011-10-06,N,2011-11-16,2013-11-15,2011-10-06,2011-10-07,AAI,,,41.972934494,-87.777786652,"(41.97293449423836, -87.77778665200465)"
1170286-20020816,1268561,218597,1,RAMONA J BLACK,RAMONA BLACK,3555 N MILWAUKEE AVE,CHICAGO,IL,60641,30,13,30-13,17,1525,Massage Therapist,,,1170286,RENEW,,2002-06-28,2002-07-24,N,2002-08-16,2003-08-15,2002-07-24,2002-07-25,AAI,,,41.945385824,-87.733942132,"(41.945385823999025, -87.73394213198259)"
5344-20150516,2386979,25098,1,JIFFY METAL PRODUCTS INC,JIFFY METAL PRODUCTS INC,5025 W LAKE ST,CHICAGO,IL,60644,28,45,28-45,15,1009,Manufacturing Establishments,929,Miscellaneous Manufacturing,5344,RENEW,,2015-03-15,2015-03-26,N,2015-05-16,2017-05-15,2015-03-26,2015-03-27,AAI,,,41.886860492,-87.751433549,"(41.88686049241564, -87.7514335488384)"
